ActivityName SubjectID tBodyAccMeanX tBodyAccMeanY tBodyAccMeanZ tBodyAccStdX tBodyAccStdY tBodyAccStdZ tGravityAccMeanX tGravityAccMeanY tGravityAccMeanZ tGravityAccStdX tGravityAccStdY tGravityAccStdZ tBodyAccJerkMeanX tBodyAccJerkMeanY tBodyAccJerkMeanZ tBodyAccJerkStdX tBodyAccJerkStdY tBodyAccJerkStdZ tBodyGyroMeanX tBodyGyroMeanY tBodyGyroMeanZ tBodyGyroStdX tBodyGyroStdY tBodyGyroStdZ tBodyGyroJerkMeanX tBodyGyroJerkMeanY tBodyGyroJerkMeanZ tBodyGyroJerkStdX tBodyGyroJerkStdY tBodyGyroJerkStdZ tBodyAccMagMean tBodyAccMagStd tGravityAccMagMean tGravityAccMagStd tBodyAccJerkMagMean tBodyAccJerkMagStd tBodyGyroMagMean tBodyGyroMagStd tBodyGyroJerkMagMean tBodyGyroJerkMagStd fBodyAccMeanX fBodyAccMeanY fBodyAccMeanZ fBodyAccStdX fBodyAccStdY fBodyAccStdZ fBodyAccJerkMeanX fBodyAccJerkMeanY fBodyAccJerkMeanZ fBodyAccJerkStdX fBodyAccJerkStdY fBodyAccJerkStdZ fBodyGyroMeanX fBodyGyroMeanY fBodyGyroMeanZ fBodyGyroStdX fBodyGyroStdY fBodyGyroStdZ fBodyAccMagMean fBodyAccMagStd fBodyBodyAccJerkMagMean fBodyBodyAccJerkMagStd fBodyBodyGyroMagMean fBodyBodyGyroMagStd fBodyBodyGyroJerkMagMean fBodyBodyGyroJerkMagStd
561 SITTING 0.26482439 -0.021515022 -0.086917894 -0.39507346 0.088632549 -0.62593733 0.9717273 -0.052063993 0.10026351 -0.97545391 -0.98803171 -0.94329031 0.15338487 0.27231232 -0.2692033 -0.25124473 -0.051496079 -0.81345217 -0.0039837837 -0.14418746 0.087953982 -0.4787437 -0.69941701 -0.66188825 0.0014473288 -0.057505977 -0.031192938 -0.45949625 -0.83523127 -0.57360981 -0.24793944 -0.43961115 -0.24793944 -0.43961115 -0.31291179 -0.2217756 -0.50935494 -0.54360794 -0.67483204 -0.70879311 -0.38799868 0.0017172627 -0.64585606 -0.39779688 0.064122118 -0.64382331 -0.2960024 -0.12935107 -0.77842182 -0.27034862 -0.028619469 -0.85003959 -0.32865225 -0.73259145 -0.5906677 -0.52638416 -0.68263012 -0.71973414 -0.3266337 -0.60234141 -0.20037849 -0.25535585 -0.60651579 -0.57943317 -0.69814631 -0.74194702 1
562 WALKING_DOWNSTAIRS 0.26484622 0.0065977921 -0.11285587 -0.4571696 0.0019006639 -0.42838236 0.93958156 -0.26859116 -0.12072574 -0.96145427 -0.96522539 -0.97317561 0.10649394 -0.14596875 0.0103646 -0.3292256 0.085984199 -0.5035885 -0.027958843 -0.074018901 0.070841454 -0.50244654 -0.64575847 -0.46420023 -0.11184888 -0.019143097 -0.14611624 -0.37218986 -0.72289589 -0.57098848 -0.30666124 -0.354433 -0.30666124 -0.354433 -0.26482092 -0.10966585 -0.455809 -0.58681739 -0.60695225 -0.62044909 -0.40770161 -0.013516988 -0.4216355 -0.47788254 -0.053170735 -0.47886714 -0.35271893 0.020156039 -0.47018451 -0.36408277 0.086454582 -0.53425012 -0.42833525 -0.66633252 -0.4422836 -0.5271938 -0.63603629 -0.52047079 -0.32517328 -0.47143485 -0.12114324 -0.10019998 -0.59025399 -0.65653263 -0.65399794 -0.60447788 1
563 SITTING 0.26517313 -0.010026893 -0.077670207 -0.97925348 -0.85062506 -0.90277905 0.94346841 -0.063959725 0.22553581 -0.9898298 -0.97380589 -0.95726663 0.065417963 0.025247373 0.039540287 -0.96693281 -0.90122908 -0.95643117 0.038153849 -0.055435441 0.1105822 -0.88389503 -0.94554468 -0.85773767 -0.12124838 -0.047988187 -0.069221921 -0.94976817 -0.97075415 -0.90816654 -0.91723007 -0.9172914 -0.91723007 -0.9172914 -0.94008113 -0.94728104 -0.86720259 -0.87512449 -0.95216085 -0.95931806 -0.9729371 -0.8702947 -0.9241819 -0.98233947 -0.84936465 -0.89806546 -0.96780803 -0.91039438 -0.95310093 -0.96888957 -0.8974959 -0.95806181 -0.90583463 -0.95214247 -0.86582224 -0.88057759 -0.94206549 -0.86797598 -0.9152043 -0.93027261 -0.94125199 -0.95453586 -0.91662148 -0.87186063 -0.95938312 -0.96167747 5
564 WALKING 0.26537379 -0.017156211 -0.13877347 0.12036221 0.083343662 -0.22198362 0.95466327 -0.20692497 -0.027482422 -0.94879344 -0.93986119 -0.92656311 0.080449991 0.018496228 -0.037398315 0.076303518 0.037586901 -0.24993359 -0.1756098 -0.024263868 0.08926469 -0.24056586 -0.087622849 -0.052534904 -0.1828356 0.036192498 -0.11314593 -0.42152519 -0.23197406 -0.16962362 0.080265708 0.19543705 0.080265708 0.19543705 -0.01073734 0.14195703 0.0084415748 -0.16083284 -0.26151775 -0.29158374 0.086303779 0.14766293 -0.21015915 0.13349257 -0.021878308 -0.29273894 0.079016112 -0.0037995676 -0.23679741 -0.025951614 0.013120937 -0.26078086 -0.25552477 -0.081013533 0.078356584 -0.24629699 -0.098203389 -0.18627212 0.26861036 -0.034039418 0.15583162 0.1166262 -0.14205179 -0.32330905 -0.30568085 -0.32229578 3
565 WALKING_UPSTAIRS 0.26559921 -0.015936305 -0.12074953 -0.50094969 -0.16322961 -0.38942774 0.92575074 -0.34798633 0.021833768 -0.97055292 -0.97732225 -0.98224761 0.036206388 0.065936759 0.006147979 -0.44003795 -0.23812939 -0.62169026 0.025049675 -0.1465051 0.098842885 -0.61504471 -0.55517439 -0.58332377 -0.12800282 -0.24058103 0.0078890224 -0.51039692 -0.74704599 -0.6185257 -0.34393842 -0.51999786 -0.34393842 -0.51999786 -0.39977024 -0.4160981 -0.51339105 -0.58486464 -0.66086041 -0.69819388 -0.45802243 -0.15558233 -0.48308738 -0.51884051 -0.22012425 -0.38698412 -0.45000061 -0.26579273 -0.60424239 -0.47989908 -0.25921444 -0.63655706 -0.53732261 -0.57697756 -0.53416274 -0.63997866 -0.54522072 -0.63880074 -0.47527034 -0.62108306 -0.39967818 -0.43733372 -0.59540331 -0.64947211 -0.68314737 -0.74091069 1
566 WALKING_DOWNSTAIRS 0.26561363 -0.019763709 -0.13399699 -0.41098108 -0.043445002 -0.40182424 0.92845998 -0.25597149 -0.17584361 -0.9918597 -0.97026296 -0.96570118 0.13087249 0.14500588 0.16538867 -0.31260267 0.010610588 -0.53998316 -0.016583155 -0.075340792 0.093136373 -0.60889927 -0.5487346 -0.48317627 -0.09196609 -0.019504341 -0.03346237 -0.478714 -0.61360471 -0.55315527 -0.28953396 -0.33169121 -0.28953396 -0.33169121 -0.29858795 -0.12338888 -0.48023311 -0.61268233 -0.58824288 -0.56907981 -0.38798601 -0.087559018 -0.4446713 -0.42021587 -0.080745437 -0.42491654 -0.36675035 -0.11507765 -0.53355492 -0.31679424 0.079123767 -0.54444504 -0.55656875 -0.5650151 -0.47465449 -0.6267027 -0.54208576 -0.53313819 -0.30709331 -0.44950495 -0.1865134 -0.053575561 -0.61599404 -0.67797649 -0.6243527 -0.53405275 1
567 WALKING_DOWNSTAIRS 0.26563017 -0.018372323 -0.10120445 -0.99291698 -0.98817997 -0.98938679 -0.27921621 0.86301299 0.45869331 -0.98555332 -0.99712712 -0.98604963 0.078766074 0.010698119 -0.00082547107 -0.9894334 -0.97720547 -0.99080014 -0.030610284 -0.061935331 0.090349419 -0.99475151 -0.99569451 -0.99228176 -0.099543965 -0.043525583 -0.05347104 -0.99225698 -0.99495327 -0.99315676 -0.99144311 -0.99086878 -0.99144311 -0.99086878 -0.98839792 -0.98649005 -0.99266822 -0.99515964 -0.9948984 -0.99498255 -0.99096667 -0.98341177 -0.98918713 -0.99383951 -0.99099165 -0.9894637 -0.98876043 -0.97874863 -0.9896655 -0.99126113 -0.9768766 -0.99037535 -0.99218003 -0.99423954 -0.99115743 -0.99560203 -0.9968477 -0.99333181 -0.98871552 -0.99306584 -0.98546385 -0.98667713 -0.99463436 -0.99638121 -0.9954658 -0.99417574 6
568 WALKING_UPSTAIRS 0.26569797 -0.016850926 -0.090479419 -0.99320662 -0.98930232 -0.98027412 0.89205939 0.0015262141 0.34678161 -0.99575256 -0.99796053 -0.98611548 0.077147363 0.011279438 -0.0015645026 -0.99419885 -0.98613452 -0.98994823 -0.0297651 -0.065998421 0.083092366 -0.99402018 -0.9707901 -0.99126206 -0.097071085 -0.054914792 -0.057029021 -0.99392322 -0.98960114 -0.99263514 -0.98740627 -0.97736286 -0.98740627 -0.97736286 -0.99149588 -0.99210314 -0.98400971 -0.9701392 -0.99243041 -0.99076493 -0.99330592 -0.98633148 -0.98454155 -0.99302401 -0.99071764 -0.97832446 -0.99326993 -0.98566484 -0.98804793 -0.99603803 -0.98777554 -0.99041363 -0.99206525 -0.97746384 -0.9899291 -0.99459937 -0.9673156 -0.99248338 -0.98169124 -0.97721813 -0.99076285 -0.99298582 -0.97700046 -0.97051142 -0.98995837 -0.99232509 4
569 WALKING_DOWNSTAIRS 0.26573827 -0.021703052 -0.090398382 -0.99171918 -0.98750181 -0.987941 -0.18870997 0.86262053 0.43446471 -0.98773603 -0.99120291 -0.97537083 0.080213901 0.0087020183 -0.0028049776 -0.98650644 -0.98074354 -0.98597823 -0.028138217 -0.061051152 0.071716401 -0.99370887 -0.98705338 -0.96947515 -0.09709312 -0.039050624 -0.074442436 -0.99539139 -0.99339333 -0.98613615 -0.98457979 -0.98918695 -0.98457979 -0.98918695 -0.98522077 -0.98774857 -0.98114432 -0.98935101 -0.99326644 -0.99318109 -0.98950444 -0.98363581 -0.98556894 -0.99275894 -0.98964806 -0.98976195 -0.98732364 -0.98089627 -0.98351179 -0.98673271 -0.98191459 -0.98703067 -0.99250808 -0.98809202 -0.96805176 -0.99401933 -0.9864118 -0.97260105 -0.98643683 -0.99213067 -0.98708553 -0.98732194 -0.99075161 -0.98995357 -0.99264958 -0.99410283 6
570 WALKING_UPSTAIRS 0.26580166 -0.016486852 -0.076607139 -0.31922125 0.1519259 -0.38750359 0.91273896 -0.34132327 0.14329823 -0.97083543 -0.9763173 -0.98718581 0.13980634 -0.43986796 -0.045137841 -0.071821846 0.43729829 -0.52990273 -0.08818197 -0.05493987 0.092964669 -0.45087945 -0.39969996 -0.4007661 0.10287006 -0.16203182 -0.21354576 -0.17460181 -0.38732442 -0.22589758 -0.15975104 -0.30596621 -0.15975104 -0.30596621 -0.054690849 0.16259821 -0.31698989 -0.44579081 -0.34646702 -0.28900608 -0.27504949 0.25847265 -0.43231316 -0.33736723 0.016665975 -0.41067687 -0.097549059 0.30218896 -0.50711954 -0.12747261 0.49009073 -0.54997044 -0.2431944 -0.39399572 -0.25896247 -0.51797367 -0.40747413 -0.51021261 -0.12325009 -0.54427934 0.094956742 0.23610047 -0.3502124 -0.63512694 -0.3655743 -0.24676695 1
571 WALKING 0.26580577 -0.032762393 -0.11731189 -0.99267758 -0.95104936 -0.97602096 0.92836922 -0.33647863 0.0071108915 -0.98748593 -0.96124447 -0.99407381 0.080396378 0.034667442 -0.00053427358 -0.98795948 -0.97664143 -0.98967848 -0.026779299 -0.10071188 0.10280977 -0.97375122 -0.98340049 -0.96873477 -0.11905174 -0.03679426 -0.079492236 -0.98591387 -0.98608452 -0.98819587 -0.97114685 -0.97064995 -0.97114685 -0.97064995 -0.98739953 -0.98497571 -0.97508334 -0.96097766 -0.98817154 -0.98582577 -0.99019493 -0.9580628 -0.98338882 -0.99392423 -0.9495581 -0.9727735 -0.98851718 -0.9754289 -0.98813974 -0.98835003 -0.98002274 -0.98970254 -0.96606516 -0.98124193 -0.9666881 -0.97612881 -0.98494645 -0.97215641 -0.97336505 -0.97243469 -0.98366551 -0.98557819 -0.96432702 -0.96507517 -0.98651037 -0.9854609 5
572 WALKING_DOWNSTAIRS 0.26582646 -0.031669222 -0.083983249 -0.96275698 -0.90548205 -0.74880121 0.93737145 -0.27559639 0.12890245 -0.97092898 -0.96240236 -0.84356559 0.094683686 0.024024455 -0.087629946 -0.96411615 -0.94219426 -0.97951714 0.030779264 -0.18481573 0.067743722 -0.88788995 -0.94749969 -0.87055315 -0.065641597 -0.078355457 -0.074136927 -0.95756954 -0.97673792 -0.95376719 -0.87257523 -0.87005343 -0.87257523 -0.87005343 -0.9605494 -0.96930397 -0.86580515 -0.88409776 -0.96628329 -0.97689514 -0.95992401 -0.92018589 -0.87137422 -0.96380778 -0.90323133 -0.71480905 -0.96373716 -0.9432394 -0.97284356 -0.9678386 -0.94501893 -0.98599456 -0.89831842 -0.94866515 -0.89624037 -0.88679023 -0.94704005 -0.87469029 -0.90295427 -0.87330071 -0.96523942 -0.97414982 -0.92424349 -0.88031466 -0.9744588 -0.98204977 5
573 STANDING 0.2659384 -0.017167037 -0.11329496 -0.98247694 -0.97524934 -0.97345828 -0.46810904 0.9512753 0.28057795 -0.99060489 -0.99848749 -0.99254534 0.081499622 0.010727319 -0.0037648403 -0.97617045 -0.96567613 -0.99427208 -0.026856869 -0.076136954 0.08833913 -0.97898014 -0.97736954 -0.97620979 -0.10237711 -0.037623126 -0.05237951 -0.97925746 -0.98200324 -0.98925718 -0.98104974 -0.97584502 -0.98104974 -0.97584502 -0.98024391 -0.97884243 -0.9774535 -0.97175968 -0.9832518 -0.98401648 -0.97737749 -0.96842938 -0.98514408 -0.98493823 -0.9801323 -0.96839998 -0.97431362 -0.96495049 -0.99189108 -0.98077978 -0.96912295 -0.9955322 -0.97392669 -0.97741468 -0.97970008 -0.98051286 -0.97740422 -0.97706549 -0.97959467 -0.97625021 -0.9797611 -0.97594926 -0.97401748 -0.97480284 -0.98449522 -0.98404495 6
574 STANDING 0.26595632 -0.006667442 -0.018811866 -0.95969896 -0.76810495 -0.77365829 0.97072709 -0.02388311 0.0854692 -0.94937334 -0.83822896 -0.79027411 0.080196677 -0.15347763 -0.15612897 -0.93276021 -0.861694 -0.92548293 -0.044429797 -0.097434736 0.12190288 -0.91918514 -0.92683857 -0.87237014 -0.086292319 -0.039596249 -0.066672233 -0.90242674 -0.92891145 -0.89593965 -0.84883579 -0.79177761 -0.84883579 -0.79177761 -0.90584892 -0.90710611 -0.89612674 -0.91333684 -0.91710073 -0.92618419 -0.95368382 -0.74963124 -0.8109486 -0.96225348 -0.79253543 -0.77058627 -0.94728861 -0.86868253 -0.92471656 -0.92463408 -0.86311339 -0.92449248 -0.8950019 -0.92206526 -0.85874152 -0.92681595 -0.93040246 -0.88873753 -0.80076046 -0.81816432 -0.909585 -0.90293577 -0.91033451 -0.93090213 -0.92701627 -0.92976945 5
575 SITTING 0.26619674 -0.014443952 -0.075342659 -0.97416506 -0.89833168 -0.97014207 0.70063476 0.52780049 0.071448349 -0.98176463 -0.98453652 -0.95076891 0.069847283 -0.010732837 -0.0083354845 -0.96341374 -0.90784511 -0.96763197 -0.030775825 -0.070433891 0.08626989 -0.97053092 -0.94959459 -0.90340523 -0.10355708 -0.053000869 -0.052618225 -0.9557048 -0.96781271 -0.92988589 -0.94511288 -0.94874396 -0.94511288 -0.94874396 -0.94719361 -0.94627198 -0.94779711 -0.92387065 -0.96041429 -0.95771827 -0.96583914 -0.89284774 -0.96503326 -0.97829752 -0.90684965 -0.97538298 -0.9601074 -0.91075777 -0.96297801 -0.97116216 -0.91084233 -0.97088743 -0.95774391 -0.95380755 -0.89836272 -0.97471202 -0.94737745 -0.91380613 -0.94103307 -0.9608465 -0.94134178 -0.95223575 -0.93556458 -0.928814 -0.96044963 -0.95674966 4
576 WALKING_UPSTAIRS 0.26632973 -0.014018832 -0.078509357 -0.99018337 -0.97841238 -0.97099752 0.93545027 -0.15454941 0.2377529 -0.99000219 -0.99747139 -0.96066533 0.070270782 0.0087526429 0.003824938 -0.98770661 -0.98060647 -0.98825272 -0.055202887 -0.01513466 -0.021418666 -0.97811075 -0.96746812 -0.91941289 -0.085903545 -0.05612844 0.010655015 -0.99386421 -0.99119567 -0.98835003 -0.97166064 -0.98064746 -0.97166064 -0.98064746 -0.98741785 -0.98672979 -0.93409767 -0.91875812 -0.9918258 -0.99257025 -0.98764724 -0.97714625 -0.97835778 -0.99136414 -0.97938986 -0.96813193 -0.98695136 -0.98015242 -0.98558515 -0.98980081 -0.98261425 -0.98962481 -0.97754444 -0.97638869 -0.9119558 -0.9783649 -0.96298072 -0.92924973 -0.98149975 -0.98201217 -0.98480433 -0.9884589 -0.95386356 -0.91311519 -0.99195126 -0.99369966 4
577 WALKING_DOWNSTAIRS 0.26633272 -0.021374101 -0.0934612 -0.99494212 -0.99464033 -0.99463276 -0.19860779 0.85698738 0.44958894 -0.98647284 -0.99132055 -0.9706166 0.075538456 0.023135973 -0.0084163733 -0.99421132 -0.99087146 -0.99644312 -0.021543593 -0.077024283 0.051804572 -0.99716167 -0.99662287 -0.99331721 -0.096595518 -0.040847434 -0.049077132 -0.99711305 -0.9982274 -0.99646156 -0.99013211 -0.99422612 -0.99013211 -0.99422612 -0.99542995 -0.99720383 -0.98569257 -0.99505966 -0.9982138 -0.99913036 -0.9946876 -0.99081577 -0.99473976 -0.99495138 -0.9965015 -0.99407574 -0.99413637 -0.99041889 -0.99564114 -0.99481575 -0.99216157 -0.99573775 -0.99651568 -0.99712778 -0.99277727 -0.99731237 -0.99623205 -0.99402596 -0.99634316 -0.99269773 -0.99686023 -0.99649699 -0.99625818 -0.99481581 -0.99918523 -0.99873609 6
578 WALKING_DOWNSTAIRS 0.26633797 -0.015746865 -0.10898144 -0.96463452 -0.899098 -0.91109241 -0.19896731 0.86073534 0.44240932 -0.98910688 -0.99480683 -0.98863877 0.061090352 0.0081266829 0.045261413 -0.96336768 -0.8970602 -0.96036471 -0.035762769 -0.052823703 0.081168189 -0.91388076 -0.91871507 -0.94078394 -0.094484322 -0.04922521 -0.046962227 -0.94148069 -0.95478666 -0.96301506 -0.93940767 -0.92102229 -0.93940767 -0.92102229 -0.94468717 -0.93095229 -0.91571356 -0.88871656 -0.95550791 -0.95213166 -0.95792303 -0.89054257 -0.91878425 -0.96760217 -0.90942391 -0.91280293 -0.96108558 -0.89929033 -0.9539099 -0.96965765 -0.9016847 -0.96562009 -0.91260135 -0.92534244 -0.93973439 -0.91507861 -0.91531759 -0.94637812 -0.91876056 -0.9335493 -0.92626411 -0.93651177 -0.91128155 -0.89292826 -0.95402855 -0.95229144 6
579 SITTING 0.26641823 -0.057992817 -0.13796654 -0.9850869 -0.78836291 -0.93299687 0.97172731 -0.053433793 0.12712279 -0.97081989 -0.84489705 -0.97247502 0.066007384 -0.053844245 -0.0040764714 -0.99204671 -0.96881057 -0.98981825 -0.043936191 -0.13945788 -0.02031076 -0.94323825 -0.9612006 -0.91807087 -0.12086431 -0.036403312 -0.032422981 -0.97304019 -0.99058686 -0.97804113 -0.88716743 -0.89755577 -0.88716743 -0.89755577 -0.98551888 -0.98489397 -0.9175369 -0.92633916 -0.98380948 -0.98616083 -0.98745667 -0.88471394 -0.97615324 -0.98395575 -0.76319026 -0.91898213 -0.99108791 -0.96997464 -0.98916732 -0.99408628 -0.96954962 -0.98883839 -0.94421112 -0.97552826 -0.9383136 -0.9435432 -0.95448604 -0.91956034 -0.92372248 -0.89960499 -0.98333872 -0.98595247 -0.95468032 -0.92251778 -0.98642597 -0.98634397 5
580 SITTING 0.26654807 -0.01588764 -0.1068745 -0.99128142 -0.98225368 -0.99138845 -0.38288193 0.96602445 0.17042203 -0.994657 -0.99720218 -0.99624301 0.070145662 0.018507754 0.013428681 -0.99031498 -0.97762973 -0.9897327 -0.029751429 -0.061509421 0.071207471 -0.99383078 -0.9732845 -0.99512357 -0.097086087 -0.043829259 -0.047387208 -0.9922256 -0.99318322 -0.99334212 -0.99070007 -0.99124665 -0.99070007 -0.99124665 -0.98680688 -0.99120845 -0.98074392 -0.98150886 -0.99351509 -0.99515057 -0.99085404 -0.97760134 -0.98829887 -0.99134013 -0.98521398 -0.99358969 -0.99061705 -0.97809384 -0.98820064 -0.99079743 -0.97861073 -0.98975095 -0.9915118 -0.98383684 -0.99307719 -0.9945446 -0.96831579 -0.99646922 -0.9907731 -0.99198805 -0.99087188 -0.99027776 -0.98655928 -0.98113968 -0.99505213 -0.99518829 6
581 WALKING_UPSTAIRS 0.26663115 -0.043309471 -0.14096216 -0.43377813 -0.10164616 -0.41532479 0.91969806 -0.34874928 0.028757953 -0.98991992 -0.97481912 -0.9608673 -0.19033716 0.27546072 -0.13423855 -0.30064632 -0.0098805129 -0.63386282 0.021095918 -0.11254143 0.079617546 -0.58459495 -0.54368081 -0.51378667 -0.10356989 -0.18684293 -0.18092303 -0.43683971 -0.74146345 -0.55914868 -0.30676319 -0.41030391 -0.30676319 -0.41030391 -0.3097675 -0.17049626 -0.47539664 -0.57702005 -0.62167293 -0.67550403 -0.33518233 -0.032724024 -0.46001158 -0.47764545 -0.19812091 -0.43631179 -0.31899823 -0.086809456 -0.58032903 -0.343801 0.009338323 -0.68806549 -0.49069108 -0.56881329 -0.44929404 -0.61450517 -0.53195591 -0.58130661 -0.35651805 -0.53424141 -0.16911669 -0.17794 -0.57958118 -0.64919079 -0.65130723 -0.73340191 1
582 WALKING 0.26682128 -0.018607495 -0.1298046 -0.33237483 0.18823401 -0.32867865 0.93346665 -0.30944829 -0.10980202 -0.95983835 -0.94953008 -0.96050873 0.15985906 0.055817245 0.13464135 -0.15595413 0.12534329 -0.5614475 -0.0079771498 -0.060947767 0.14124758 -0.49165051 -0.11563015 -0.36882715 -0.1320539 -0.069283823 -0.13662326 -0.17676447 -0.34112595 -0.39642729 -0.18173069 -0.16514114 -0.18173069 -0.16514114 -0.18248678 -0.037499132 -0.22109572 -0.21407505 -0.31849976 -0.33263016 -0.23249132 0.14414706 -0.41305408 -0.37606467 0.13616184 -0.33541728 -0.14521155 0.010379504 -0.51337697 -0.24655381 0.1763227 -0.60808307 -0.37556936 -0.18674115 -0.23672703 -0.52862641 -0.080623312 -0.47648971 -0.066385916 -0.35587432 -0.075314641 0.0031378423 -0.24500769 -0.32809796 -0.32726102 -0.38223955 1
583 WALKING 0.26688016 -0.0023073023 -0.063727153 -0.049966361 -0.24740345 -0.25858891 0.94976646 -0.21600426 -0.031406912 -0.97968008 -0.97145637 -0.89687449 0.09544382 0.16894412 -0.0010016119 -0.15822038 -0.16500566 -0.31362105 0.44757285 -0.3071686 0.1179795 -0.73433644 -0.24694532 -0.17787937 -0.060712847 0.076541275 -0.093312803 -0.61084467 -0.38975997 -0.27543686 -0.07035973 -0.098669794 -0.07035973 -0.098669794 -0.20389863 -0.038613066 -0.13360978 -0.4419854 -0.41581756 -0.43280411 -0.12912158 -0.19194118 -0.23693541 -0.020483967 -0.3266215 -0.33269824 -0.16768768 -0.22925734 -0.23553489 -0.22453472 -0.14942943 -0.39075595 -0.62279831 -0.22042573 -0.10869669 -0.77084856 -0.26915072 -0.27700453 0.010734004 -0.30703554 -0.0068252185 -0.08694342 -0.3709736 -0.60390766 -0.40817548 -0.50842111 3
584 LAYING 0.26689552 -0.0094239423 -0.08519007 -0.97325473 -0.87953542 -0.90937518 0.95621217 0.03025983 0.16155504 -0.97426725 -0.90193598 -0.90544291 0.081070158 -0.041272176 -0.031207193 -0.96276368 -0.94647581 -0.96602037 -0.129014 -0.17809263 -0.1221783 -0.94497129 -0.9442532 -0.83834834 -0.061184015 -0.023430528 0.018531424 -0.96630318 -0.96249071 -0.9482263 -0.93110406 -0.91946118 -0.93110406 -0.91946118 -0.95651261 -0.96678905 -0.8366093 -0.85477748 -0.95871711 -0.97151948 -0.96805008 -0.89222904 -0.93423187 -0.97555662 -0.87972843 -0.90265759 -0.96474719 -0.95028308 -0.95976889 -0.96385108 -0.94565891 -0.97118655 -0.93243941 -0.94144707 -0.861845 -0.94888344 -0.94637871 -0.84585305 -0.92340297 -0.92858825 -0.96414343 -0.96932843 -0.8964747 -0.85406979 -0.96850244 -0.9777427 4
585 LAYING 0.26700955 -0.010571922 -0.12027379 -0.9723627 -0.95282364 -0.96049728 0.91723199 -0.27240965 -0.21634199 -0.99840062 -0.98344387 -0.98543972 0.034267521 -0.016945112 -0.057075037 -0.97353595 -0.9723268 -0.9802496 -0.082120639 -0.070203969 0.12085012 -0.81866258 -0.96604973 -0.87291369 -0.26216168 -0.073228277 0.11458953 -0.93618202 -0.9745285 -0.955796 -0.97345366 -0.94130081 -0.97345366 -0.94130081 -0.97840808 -0.96983508 -0.9248754 -0.69112294 -0.97086123 -0.94596374 -0.96113916 -0.95131846 -0.95496508 -0.97830541 -0.95556254 -0.96673267 -0.97030615 -0.97244785 -0.97569954 -0.98041721 -0.97415297 -0.98375784 -0.74683844 -0.96286977 -0.81377421 -0.84193028 -0.96834422 -0.91148196 -0.93467006 -0.95364699 -0.97402242 -0.9630702 -0.72224076 -0.7225048 -0.95576388 -0.938125 5
586 WALKING_DOWNSTAIRS 0.26703075 -0.016815551 -0.086034479 -0.38199465 -0.13979056 -0.42401574 0.9354748 -0.26237281 -0.11655385 -0.96862591 -0.98735013 -0.94563842 -0.079986668 0.3315876 -0.015765672 -0.33107063 -0.20718483 -0.53329478 -0.0076841262 -0.069096185 0.069921259 -0.59701704 -0.57796165 -0.478117 -0.2756172 -0.2369704 0.059037092 -0.41453344 -0.70293712 -0.55284263 -0.29708957 -0.35518558 -0.29708957 -0.35518558 -0.36241329 -0.21769062 -0.48761 -0.60843934 -0.60374978 -0.63041544 -0.38626001 -0.17953698 -0.45289081 -0.38021349 -0.17310396 -0.45324786 -0.34624826 -0.25078711 -0.51444875 -0.37498319 -0.21185273 -0.54949733 -0.4670288 -0.58427909 -0.43740137 -0.6384303 -0.57699977 -0.53981313 -0.40672404 -0.42773157 -0.23536306 -0.19913966 -0.63107584 -0.65987137 -0.68010177 -0.59601826 1
587 SITTING 0.26716515 0.027108345 -0.06825135 -0.97306186 -0.82735572 -0.93097099 0.97505588 -0.017489734 0.045614441 -0.99484108 -0.9626588 -0.95031033 0.063368187 0.075320545 0.020577821 -0.95235704 -0.92504404 -0.95182371 -0.01396511 -0.047991102 0.028995858 -0.94318784 -0.93458678 -0.90343519 -0.087581736 -0.083976388 -0.050251938 -0.94615646 -0.96331289 -0.92847115 -0.89782182 -0.88836384 -0.89782182 -0.88836384 -0.94070713 -0.95120082 -0.92560388 -0.90263086 -0.95579177 -0.9526951 -0.96389337 -0.86397524 -0.93088954 -0.97767864 -0.82022875 -0.93573916 -0.95370831 -0.92425831 -0.94472862 -0.95510514 -0.93152176 -0.95764498 -0.92961993 -0.92892184 -0.89341858 -0.94742929 -0.93874056 -0.91567808 -0.90953594 -0.89383605 -0.947326 -0.95566879 -0.91766491 -0.90900784 -0.95206941 -0.95649432 4
588 SITTING 0.26722577 -0.015071218 -0.10317502 -0.17844083 -0.12144061 -0.29209654 0.94721026 -0.20974691 0.094237556 -0.96949895 -0.98692914 -0.95671936 0.1106292 0.021979548 -0.12240963 -0.35562035 -0.33761898 -0.73317939 0.17354557 -0.17533861 0.065684982 -0.35917641 -0.48221932 -0.48662805 -0.44870514 0.058577219 -0.26262069 -0.59523834 -0.85980119 -0.54609014 -0.12354307 -0.24981044 -0.12354307 -0.24981044 -0.39497496 -0.47467255 -0.26858222 -0.5023896 -0.70928537 -0.78485129 -0.37328642 -0.19935172 -0.53024209 -0.11317167 -0.1373106 -0.2349977 -0.45272221 -0.35038448 -0.71043887 -0.31635699 -0.36973776 -0.75389227 -0.24378916 -0.68970188 -0.41612977 -0.39662812 -0.39156474 -0.55886441 -0.2972429 -0.34075001 -0.45928675 -0.49809282 -0.58269132 -0.53439969 -0.77401958 -0.81414341 2
